id_activity	,id_user,Date,Hour
13,18,2/24/2020,7:49
13,375,5/25/2020,14:27
28,171,3/2/2020,13:45
4,185,5/15/2020,5:03
25,119,11/13/2019,5:29
15,153,5/4/2020,0:44
13,159,12/30/2019,6:18
1,138,12/14/2019,16:06
15,184,10/6/2020,1:27
28,236,2/22/2020,22:45
5,222,11/16/2019,9:22
5,37,5/18/2020,23:48
19,300,3/31/2020,10:09
21,109,4/30/2020,0:08
22,318,8/9/2020,1:01
26,272,6/29/2020,23:09
6,345,7/17/2020,9:54
20,48,6/30/2020,21:16
18,215,4/8/2020,12:40
14,300,9/19/2020,9:19
26,298,7/17/2020,20:01
3,249,5/29/2020,19:25
5,137,11/3/2019,15:02
13,61,8/6/2020,3:12
16,41,6/18/2020,4:14
28,30,8/15/2020,14:42
21,111,8/14/2020,19:10
17,135,2/2/2020,4:38
19,247,3/6/2020,23:56
3,104,6/5/2020,7:36
18,180,2/3/2020,21:36
5,370,10/30/2019,2:16
4,143,6/15/2020,17:46
17,291,10/6/2020,11:10
8,231,9/2/2020,9:29
2,24,8/12/2020,18:52
30,342,1/25/2020,3:07
21,142,6/10/2020,19:28
26,348,10/2/2020,13:32
19,276,8/27/2020,9:01
5,329,12/11/2019,15:55
17,45,8/3/2020,11:44
26,232,2/29/2020,22:38
24,319,9/1/2020,7:19
6,354,8/30/2020,14:41
27,105,10/1/2020,5:55
21,229,10/18/2019,9:40
7,122,11/5/2019,14:52
19,59,12/4/2019,14:44
11,351,9/16/2020,18:06
1,234,11/20/2019,20:39
10,86,8/2/2020,18:07
25,335,11/19/2019,20:59
13,57,12/12/2019,11:21
11,301,6/23/2020,0:55
12,78,8/19/2020,1:57
14,53,7/21/2020,1:20
26,7,2/28/2020,14:28
2,261,11/4/2019,21:10
20,98,10/25/2019,7:00
19,328,10/26/2019,15:48
21,3,1/1/2020,21:43
3,17,1/27/2020,14:26
20,27,7/20/2020,16:18
12,252,4/23/2020,15:10
19,178,10/17/2019,21:38
13,181,6/27/2020,16:23
10,248,12/3/2019,22:11
11,256,3/26/2020,3:15
